name,city,state,pred_degree,type,region,locale,adm_rate,math_stat,size,cost,student_expend,earnings,debt
Celebrity School of Beauty,Miami,FL,Associates,Private,Southeast,Suburb,NA,0,884,NA,2170,15626,6333
Paul Mitchell the School-Atlanta,Atlanta,GA,Associates,Private,Southeast,City,NA,0,301,NA,2710,21775,12500
Evans Hairstyling College-Rexburg,Rexburg,ID,Associates,Private,Rocky Mountains,Town,NA,0,67,NA,4998,16984,PS
Paul Mitchell the School-Rexburg,Rexburg,ID,Associates,Private,Rocky Mountains,Town,NA,0,246,NA,5113,26774,9500
University of Aesthetics & Cosmetology,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,62,NA,5842,28955,7917
The University of Aesthetics & Cosmetology,Downers Grove,IL,Associates,Private,Great Lakes,City,NA,0,60,NA,4073,NA,7917
Tricoci University of Beauty Culture-Chicago NW,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,206,NA,4715,28554,7307
Tricoci University of Beauty Culture-Glendale Heights,Glendale Heights,IL,Associates,Private,Great Lakes,Suburb,NA,0,148,NA,4552,27330,7307
Tricoci University of Beauty Culture-Peoria,Peoria,IL,Associates,Private,Great Lakes,City,NA,0,137,NA,3855,26236,7307
Tricoci University of Beauty Culture-Rockford,Rockford,IL,Associates,Private,Great Lakes,City,NA,0,173,NA,3229,25109,7307
Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD,Associates,Private,Mid East,City,NA,0,74,NA,8476,46719,5500
French Academy of Cosmetology,Spring Lake,MI,Associates,Private,Great Lakes,Suburb,NA,0,39,NA,980,22797,4223
Healing Arts Center,St. Louis,MO,Associates,Private,Plains,Suburb,NA,0,121,NA,949,36447,6365
Paul Mitchell the School-Springfield,Springfield,MO,Associates,Private,Plains,City,NA,0,263,NA,3998,25931,7917
Urshan Graduate School of Theology,Wentzville,MO,Graduate,Private,Plains,Suburb,NA,NA,NA,NA,11634,NA,PS
Mississippi Institute of Aesthetics Nails & Cosmetology,Clinton,MS,Associates,Private,Southeast,Suburb,NA,0,77,NA,4553,28148,PS
College of Western Idaho,Nampa,ID,Associates,Public,Rocky Mountains,Rural,NA,0,5898,12294,5328,NA,9720
Aveda Institute-Chapel Hill,Chapel Hill,NC,Associates,Private,Southeast,City,NA,0,171,NA,6065,26873,6333
Daoist Traditions College of Chinese Medical Arts,Asheville,NC,Graduate,Private,Southeast,City,NA,NA,NA,NA,3688,NA,PS
Total Image Beauty Academy,Union City,NJ,Associates,Private,Mid East,Suburb,NA,0,293,NA,728,18720,8500
Jersey College,Teterboro,NJ,Associates,Private,Mid East,Suburb,0.6791,0,4089,NA,7517,66087,21000
American Institute of Medical Sciences & Education,Piscataway,NJ,Associates,Private,Mid East,Suburb,NA,0,397,NA,4584,40407,11995
Casal Institute of Nevada,Las Vegas,NV,Associates,Private,Far West,City,NA,0,309,NA,5121,25293,6333
Career School of NY,Staten Island,NY,Associates,Private,Mid East,City,NA,0,110,NA,3571,35778,PS
Yeshiva of Machzikai Hadas,Brooklyn,NY,Bachelors,Private,Mid East,City,0.6615,0,461,31390,7141,NA,PS
Aveda Institute-Columbus,Columbus,OH,Associates,Private,Great Lakes,City,NA,0,242,NA,4761,30231,6333
Paul Mitchell the School-Cincinnati,Cincinnati,OH,Associates,Private,Great Lakes,Suburb,NA,0,241,NA,3246,28363,12500
Hands on Therapy,Mesquite,TX,Associates,Private,Southwest,Suburb,NA,0,41,NA,7607,28323,7917
MediaTech Institute-Dallas,Dallas,TX,Associates,Private,Southwest,Suburb,NA,0,200,NA,2953,33293,20000
Aveda Arts & Sciences Institute-San Antonio,San Antonio,TX,Associates,Private,Southwest,City,NA,0,256,NA,6162,32162,7916
Skin Science Institute,Sandy,UT,Associates,Private,Rocky Mountains,Suburb,NA,0,174,NA,586,27153,7667
Pacific Northwest University of Health Sciences,Yakima,WA,Graduate,Private,Far West,Suburb,NA,NA,NA,NA,27572,NA,PS
The Chicago School at Anaheim,Anaheim,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,7563,56899,20000
Fortis College-Dothan,Dothan,AL,Associates,Private,Southeast,City,NA,0,154,NA,2836,32754,9500
Fortis Institute-Pensacola,Pensacola,FL,Associates,Private,Southeast,City,NA,0,657,29865,5256,26652,9500
Fortis College-Montgomery,Montgomery,AL,Associates,Private,Southeast,City,NA,0,305,NA,2528,26652,9500
Woodland Community College,Woodland,CA,Associates,Public,Far West,Suburb,NA,0.0087,2949,11798,4817,40042,PS
Fortis Institute-Birmingham,Birmingham,AL,Associates,Private,Southeast,City,NA,0,339,29880,4515,32886,12346
The Chicago School at Los Angeles,Los Angeles,CA,Bachelors,Private,Far West,City,0.4017,0,324,NA,9905,56899,20000
Cardiac and Vascular Institute of Ultrasound,Mobile,AL,Associates,Private,Southeast,City,NA,0,51,NA,2504,52669,19160
Studio Academy of Beauty,Chandler,AZ,Associates,Private,Southwest,City,NA,0,668,NA,4491,27201,6221
California Nurses Educational Institute,Rancho Mirage,CA,Associates,Private,Far West,Suburb,NA,0,114,NA,9626,46895,16941
Paul Mitchell the School-Sacramento,Sacramento,CA,Associates,Private,Far West,Suburb,NA,0,342,NA,6063,30336,6333
Providence Christian College,Pasadena,CA,Bachelors,Private,Far West,City,0.9252,0,144,51852,9573,46264,25000
Oxford Academy of Hair Design Inc,Seymour,CT,Associates,Private,New England,Suburb,NA,0,140,NA,3583,NA,6333
Institute of World Politics,Washington,DC,Graduate,Private,Mid East,City,NA,NA,NA,NA,43142,NA,PS
Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,Graduate,Private,Mid East,City,NA,NA,NA,NA,57662,NA,PS
Medical Institute of Palm Beach,Greenacres,FL,Associates,Private,Southeast,Suburb,NA,0,261,NA,7251,25811,6417
Oliver Finley Academy of Cosmetology,Boise,ID,Associates,Private,Rocky Mountains,Suburb,NA,0,276,NA,2734,26323,6333
National Career College,Panorama City,CA,Associates,Private,Far West,City,NA,0,366,NA,2233,19347,8645
The Aveda Institute of Beauty and Wellness Chicago,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,99,NA,14018,31369,7917
Tricoci University of Beauty Culture-Libertyville,Libertyville,IL,Associates,Private,Great Lakes,Suburb,NA,0,193,NA,3062,35650,7307
Tricoci University of Beauty Culture-Bridgeview,Bridgeview,IL,Associates,Private,Great Lakes,Suburb,NA,0,438,NA,2824,25671,7307
The Temple-A Paul Mitchell Partner School,Frederick,MD,Associates,Private,Mid East,City,NA,0,167,NA,4038,27891,9833
Center for Massage,Asheville,NC,Associates,Private,Southeast,City,NA,0,57,NA,2763,19244,6333
The Academy of Hair Design LLC,Oklahoma City,OK,Associates,Private,Southwest,City,NA,0,57,NA,2712,23567,16500
COLLECTIV Academy-Cranston,Cranston,RI,Associates,Private,New England,Suburb,NA,0,113,NA,2173,NA,11000
South Texas Training Center,Pharr,TX,Associates,Private,Southwest,City,NA,0,276,14726,4260,29384,3677
Columbia College,Vienna,VA,Associates,Private,Southeast,Suburb,NA,0,239,NA,8268,22160,7940
Vermont College of Fine Arts,Montpelier,VT,Graduate,Private,New England,Town,NA,NA,NA,NA,9129,NA,NA
Advanced Welding Institute,South Burlington,VT,Associates,Private,New England,City,NA,0,97,NA,7255,NA,PS
Paul Mitchell the School-Memphis,Memphis,TN,Associates,Private,Southeast,City,NA,0,189,NA,3547,25306,9833
Pima Medical Institute-East Valley,Mesa,AZ,Associates,Private,Southwest,City,NA,0,373,NA,5032,38673,9500
Paul Mitchell the School-Cleveland,Twinsburg,OH,Associates,Private,Great Lakes,Suburb,NA,0,142,NA,5316,31064,9833
Paul Mitchell the School-Columbus,Columbus,OH,Associates,Private,Great Lakes,City,NA,0,166,NA,5279,37609,9833
Empire Beauty School-Spring Lake Park,Spring Lake Park,MN,Associates,Private,Plains,Suburb,NA,0,80,NA,7387,23925,13000
MediaTech Institute-Houston,Houston,TX,Associates,Private,Southwest,City,NA,0,96,NA,4007,33293,20000
Miller-Motte College-Raleigh,Raleigh,NC,Associates,Private,Southeast,City,NA,0,214,NA,5410,31102,15917
Lamson Institute,San Antonio,TX,Associates,Private,Southwest,City,NA,0,443,NA,3749,38015,7853
College of Hair Design-East Campus,Lincoln,NE,Associates,Private,Plains,City,NA,0,116,NA,1615,28376,12000
Fortis College-Salt Lake City,Salt Lake City,UT,Associates,Private,Rocky Mountains,Suburb,NA,0,371,32149,8450,34509,13000
Polytechnic University of Puerto Rico-Miami,Miami,FL,Bachelors,Private,Southeast,City,NA,0,29,NA,5206,47540,22564
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,Bachelors,Private,Southeast,Suburb,NA,0,102,21955,9393,47540,22564
Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,Associates,Private,Great Lakes,City,NA,0,124,NA,1347,30072,9500
Ross Medical Education Center-Battle Creek,Battle Creek,MI,Associates,Private,Great Lakes,City,NA,0,46,NA,1421,30060,9500
Geisinger Commonwealth School of Medicine,Scranton,PA,Graduate,Private,Mid East,City,NA,NA,63,NA,29024,NA,PS
Josef's School of Hair Skin & Body-Fargo,Fargo,ND,Associates,Private,Plains,City,NA,0,74,NA,3248,27987,7917
Miller-Motte College-Berks Technical Institute-Allentown,Allentown,PA,Associates,Private,Mid East,Suburb,NA,0,277,NA,6088,31102,15917
Salon Success Academy-Fontana,Fontana,CA,Associates,Private,Far West,Suburb,NA,0,34,NA,2634,22412,7177
Salon Success Academy-Redlands,Redlands,CA,Associates,Private,Far West,City,NA,0,259,NA,1731,22412,7177
Strayer University-West Virginia,Scott Depot,WV,Bachelors,Private,Southeast,Suburb,NA,0,377,23838,2122,40092,40621
Paul Mitchell the School-Baton Rouge,Baton Rouge,LA,Associates,Private,Southeast,City,NA,0,224,NA,3388,25699,9833
San Joaquin Valley College-Hesperia,Hesperia,CA,Associates,Private,Far West,Suburb,NA,0,437,NA,5468,38317,10674
South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,Associates,Private,Southwest,City,NA,0,176,NA,6221,31102,15917
Miller-Motte College-STVT-Corpus Christi,Corpus Christi,TX,Associates,Private,Southwest,City,NA,0,392,NA,5059,31102,15917
University of Minnesota-Rochester,Rochester,MN,Bachelors,Public,Plains,City,0.7183,0,568,27237,6730,69020,19500
Health And Style Institute,Greensboro,NC,Associates,Private,Southeast,City,NA,0,1112,NA,6552,23421,8444
CBT Technology Institute-Cutler Bay,Cutler Bay,FL,Associates,Private,Southeast,Suburb,NA,0,262,24772,1987,29534,8550
Capri Beauty College,New Lenox,IL,Associates,Private,Great Lakes,Suburb,NA,0,84,NA,6694,26804,9833
Milan Institute-Bakersfield,Bakersfield,CA,Associates,Private,Far West,City,NA,0,514,NA,3886,24879,6333
Homestead Schools,Torrance,CA,Associates,Private,Far West,City,NA,0,176,NA,6073,59398,18040
Carrington College-Las Vegas,Las Vegas,NV,Associates,Private,Far West,City,NA,0,359,NA,6331,36718,9500
Carrington College-Reno,Reno,NV,Associates,Private,Far West,City,NA,0,500,NA,8241,43731,15188
Chamberlain University-Florida,Jacksonville,FL,Bachelors,Private,Southeast,City,1,0,839,34657,6726,92405,20919
Washington Barber College Inc,Little Rock,AR,Associates,Private,Southeast,City,NA,0,51,NA,2404,8579,14000
InterCoast Colleges-Rancho Cordova,Rancho Cordova,CA,Associates,Private,Far West,City,NA,0,78,NA,2181,36089,10313
Horizon University,Indianapolis,IN,Associates,Private,Great Lakes,Suburb,NA,0,58,NA,4657,65875,PS
Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,Associates,Private,Far West,Suburb,NA,0,102,NA,2909,25139,PS
Academy for Jewish Religion California,Los Angeles,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,15054,NA,NA
Angeles College,Los Angeles,CA,Associates,Private,Far West,City,NA,0,484,NA,4166,49108,16522
Angeles Institute,ARTESIA,CA,Associates,Private,Far West,Suburb,NA,0,132,NA,2483,61195,17238
Paul Mitchell the School-Temecula,Temecula,CA,Associates,Private,Far West,City,NA,0,275,NA,4860,22452,12858
TIGI Hairdressing Academy Guilford,Guilford,CT,Associates,Private,New England,Suburb,NA,0,63,NA,10105,NA,9833
International Institute of Cosmetology,Wethersfield,CT,Associates,Private,New England,Suburb,NA,0,184,NA,5295,NA,9833
Florida School of Traditional Midwifery,Gainesville,FL,Associates,Private,Southeast,City,NA,0,73,NA,2944,38933,38130
Emerald Coast Technical College,DeFuniak Springs,FL,Associates,Public,Southeast,Town,NA,0,170,NA,16944,36180,PS
Immokalee Technical College,Immokalee,FL,Associates,Public,Southeast,Town,NA,0,280,NA,5707,37652,PS
American Academy of Cosmetology,Orange Park,FL,Associates,Private,Southeast,Suburb,NA,0,96,NA,6288,23985,7638
University of Fort Lauderdale,Lauderhill,FL,Bachelors,Private,Southeast,Suburb,NA,0,259,20726,2984,38062,PS
Aviation Institute of Maintenance-Orlando,Casselberry,FL,Associates,Private,Southeast,Suburb,NA,0,297,28071,3239,53341,31301
Summit Salon Academy,Tampa,FL,Associates,Private,Southeast,Suburb,NA,0,222,NA,6052,27037,7389
Summit Salon Academy-Gainesville,Gainesville,FL,Associates,Private,Southeast,Suburb,NA,0,146,NA,2310,27856,11000
Tenaj Salon Institute,The Villages,FL,Associates,Private,Southeast,City,NA,0,62,NA,4348,25196,13000
Profile Institute of Barber-Styling,Atlanta,GA,Associates,Private,Southeast,City,NA,0,26,NA,784,25629,PS
Keune Academy by 124,Lawrenceville,GA,Associates,Private,Southeast,Suburb,NA,0,120,NA,3820,30962,9833
Pacific Rim Christian University,Honolulu,HI,Bachelors,Private,Far West,City,NA,0,113,24042,3032,40523,PS
Paul Mitchell the School-Twin Falls,TWIN FALLS,ID,Associates,Private,Rocky Mountains,City,NA,0,62,NA,3332,27947,PS
Ambria College of Nursing,Hoffman Estates,IL,Associates,Private,Great Lakes,Suburb,NA,0,195,NA,8414,67290,15438
Midwestern Career College,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,824,NA,5009,36432,7521
Paul Mitchell the School-Normal,Normal,IL,Associates,Private,Great Lakes,Suburb,NA,0,79,NA,4414,26715,9833
Aveda Fredric's Institute-Indianapolis,Carmel,IN,Associates,Private,Great Lakes,City,NA,0,266,NA,6437,31963,7389
Summit Salon Academy,Anderson,IN,Associates,Private,Great Lakes,City,NA,0,127,NA,1592,25337,9833
Eric Fisher Academy,Wichita,KS,Associates,Private,Plains,City,NA,0,178,NA,6767,32858,9339
My Le's Beauty College,Gretna,LA,Associates,Private,Southeast,Suburb,NA,0,84,NA,1404,18946,PS
Blackstone Valley Vocational Regional School District,Upton,MA,Associates,Public,New England,Suburb,NA,0,40,NA,9877,NA,9500
Southern Worcester County Regional Vocational School District,Charlton,MA,Associates,Public,New England,Rural,1,0,39,NA,7693,NA,PS
L'esprit Academy,Canton,MI,Associates,Private,Great Lakes,Suburb,NA,0,273,NA,2819,22440,6333
Marketti Academy of Cosmetology,Waterford,MI,Associates,Private,Great Lakes,Suburb,NA,0,45,NA,4015,14345,PS
Avalon School of Cosmetology,Worthington,MN,Associates,Private,Plains,Town,NA,0,18,NA,2461,28336,PS
City Vision University,Kansas City,MO,Bachelors,Private,Plains,City,NA,0,188,12568,1539,21123,PS
Montana Academy of Salons,Great Falls,MT,Associates,Private,Rocky Mountains,City,NA,0,147,NA,4956,28841,9833
National Career Institute,East Orange,NJ,Associates,Private,Mid East,Suburb,NA,0,148,NA,8905,26415,6756
Paul Mitchell the School-Albuquerque,Albuquerque,NM,Associates,Private,Southwest,City,NA,0,113,NA,3721,33273,10556
International Academy of Style,Reno,NV,Associates,Private,Far West,City,NA,0,109,NA,3518,32709,6333
EDP School,Brooklyn,NY,Associates,Private,Mid East,City,NA,0,155,NA,6998,41461,PS
New York Medical Career Training Center,Flushing,NY,Associates,Private,Mid East,City,1,0,87,NA,4505,40540,14282
Institute of Culinary Education,New York,NY,Associates,Private,Mid East,City,NA,0,637,NA,15556,47865,6439
The Salon Professional Academy-Tonawanda,Tonawanda,NY,Associates,Private,Mid East,Suburb,NA,0,139,NA,8227,26460,6333
Paul Mitchell the School-NYC,Staten Island,NY,Associates,Private,Mid East,City,NA,0,75,NA,5863,32002,7614
Four County Career Center,Archbold,OH,Associates,Public,Great Lakes,Rural,NA,0,129,NA,12113,77338,PS
Summit Salon Academy-Perrysburg,Perrysburg,OH,Associates,Private,Great Lakes,Suburb,NA,0,108,NA,7292,22606,7917
Portland Actors Conservatory,Portland,OR,Associates,Private,Far West,City,0.6667,0,13,34015,14539,NA,PS
Somerset County Technology Center,Somerset,PA,Associates,Public,Mid East,Rural,NA,0,50,NA,27075,37558,PS
Metro Beauty Academy,Allentown,PA,Associates,Private,Mid East,Suburb,NA,0,174,NA,6103,33859,8028
Academy for Careers and Technology,Mullins,SC,Associates,Public,Southeast,Town,NA,0,45,NA,39052,46553,PS
Love Beauty School Inc,Manchester,TN,Associates,Private,Southeast,Town,NA,0,64,NA,3894,18056,7917
Houston International College Cardiotech Ultrasound School,Houston,TX,Associates,Private,Southwest,City,0.4,0,41,26053,4598,36432,PS
DuVall's School of Cosmetology,Bedford,TX,Associates,Private,Southwest,Suburb,NA,0,89,NA,3390,30572,7917
Texas Beauty College,Haltom city,TX,Associates,Private,Southwest,Suburb,NA,0,59,NA,2167,26392,PS
Avenue Five Institute,Austin,TX,Associates,Private,Southwest,City,NA,0,267,NA,2415,30280,7917
The Salon Professional Academy-Lewisville,Lewisville,TX,Associates,Private,Southwest,Suburb,NA,0,127,NA,1935,29145,7917
Renaissance Academie,Provo,UT,Associates,Private,Rocky Mountains,City,NA,0,206,NA,1041,21547,6167
Ascent College,Gainesville,VA,Bachelors,Private,Southeast,Suburb,NA,0,85,NA,2328,NA,PS
Institute of Advanced Medical Esthetics,Ashland,VA,Associates,Private,Southeast,Suburb,NA,0,37,NA,818,31213,PS
Aveda Arts & Sciences Institute Seattle,Seattle,WA,Associates,Private,Far West,City,NA,0,157,NA,5509,32491,7773
Northwest School of Wooden Boat Building,Port Hadlock,WA,Associates,Private,Far West,Rural,NA,0,43,32601,8508,NA,PS
The Salon Professional Academy-Onalaska,Onalaska,WI,Associates,Private,Great Lakes,City,NA,0,76,NA,7910,30744,8374
West Coast University-Orange County,Anaheim,CA,Bachelors,Private,Far West,City,NA,0,3168,38599,10230,102672,32946
West Coast University-Ontario,Ontario,CA,Bachelors,Private,Far West,City,NA,0,2647,51950,11951,102672,32946
Paul Mitchell the School-Chicago,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,145,NA,4878,27652,13598
Miller-Motte College-Fayetteville,Fayetteville,NC,Associates,Private,Southeast,City,NA,0,169,NA,5977,31102,15917
European Massage Therapy School-Las Vegas,Las Vegas,NV,Associates,Private,Far West,City,NA,0,83,NA,4902,24290,5657
Miller-Motte College-Columbus,Columbus,GA,Associates,Private,Southeast,City,NA,0,270,NA,3160,31102,15917
Fortis College-Indianapolis,Indianapolis,IN,Associates,Private,Great Lakes,City,NA,0,265,34815,5161,34726,13000
Empire Beauty School-E Memphis,Memphis,TN,Associates,Private,Southeast,City,NA,0,216,NA,8157,22377,10667
Empire Beauty School-Nashville,Brentwood,TN,Associates,Private,Southeast,Suburb,NA,0,125,NA,9382,23921,10667
Empire Beauty School-Jackson,Jackson,TN,Associates,Private,Southeast,City,NA,0,44,NA,7952,24397,10667
Empire Beauty School-Springfield,Springfield,PA,Associates,Private,Mid East,Suburb,NA,0,174,NA,7293,25073,13000
Empire Beauty School-Speedway,Speedway,IN,Associates,Private,Great Lakes,Suburb,NA,0,209,NA,5524,24407,13583
Empire Beauty School-Morrow,Morrow,GA,Associates,Private,Southeast,Suburb,NA,0,209,NA,5925,24397,10667
Strayer University-Arkansas,Little Rock,AR,Bachelors,Private,Southeast,City,NA,0,456,NA,2106,40092,40621
Strayer University-Georgia,Chamblee,GA,Bachelors,Private,Southeast,Suburb,NA,0,4878,23838,1889,40092,40621
Strayer University-Mississippi,Jackson,MS,Bachelors,Private,Southeast,City,NA,0,400,NA,2299,40092,40621
